,cat1,cat2,cat3,brand_name
834911,VIN,Jewelry,Earrings,Stamped
835228,WOM,Women's Accessories,Hats,ASICS
835383,WOM,Skirts,Asymmetrical,Lilly Pulitzer
835489,WOM,Women's Handbags,Other,Independent
835989,VIN,Bags and Purses,Luggage,Burberry
836824,VIN,Accessories,Compact,Others
837339,BEA,Skin Care,Sets & Kits,Chanel
837509,ELE,Media,DVD,Bandai
838502,WOM,Sweaters,V-Neck,Chanel
839091,WOM,Athletic Apparel,Socks,Jordans
839112,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Supreme
839488,WOM,Pants,Corduroys,Free People
840288,MEN,Pants,Corduroys,patagonia
840770,WOM,Sweaters,Hooded,LuLaRoe
841083,WOM,Women's Accessories,Hats,Tory Burch
841224,VIN,Accessories,Keychain,Henri Bendel
841840,MEN,Pants,Casual Pants,Supreme
842148,WOM,Pants,Other,Gymshark
842322,HAN,Paper Goods,Sticker,A Bathing Ape
842913,OTH,Office supplies,Electronics,Sony
843442,KID,Car Seats & Accessories,Accessories,Bugaboo
844606,MEN,Pants,Cargo,patagonia
844898,MEN,Sweats & Hoodies,Track & Sweat Pants,Oakley
845083,KID,Boys 0-24 Mos,One-Pieces,Adidas
845355,WOM,Tops & Blouses,Knit Top,Saint Laurent
845520,WOM,Athletic Apparel,Socks,UGG Australia
845535,ELE,Cameras & Photography,Flashes & Flash Accessories,Canon
845833,MEN,Sweaters,Crewneck,Christian Dior
845862,VIN,Jewelry,Necklace,Michael Kors
846409,HOM,Home Décor,Home Décor Accents,Customized & Personalized
846597,KID,Diapering,Washcloths & Towels,Others
847256,MEN,Men's Accessories,Belts,Customized & Personalized
847438,WOM,Jeans,"Capri, Cropped",UNIF
848738,MEN,Sweats & Hoodies,Hoodie,Gymshark
848778,MEN,Shoes,Slippers,Coach
849087,WOM,Women's Accessories,Other,Fossil
850131,WOM,Shoes,Other,Ariat
850819,VIN,Toy,Children,Nintendo
850951,KID,Boys 0-24 Mos,Coats & Jackets,Adidas
851155,WOM,Shoes,Other,LF
851290,ELE,"TV, Audio & Surveillance",Home Audio,AmazonBasics
851467,KID,Toys,Hobbies,Apple
851468,MEN,Other,Other,Bape
851752,MEN,Shoes,Oxfords,Prada
851978,KID,Diapering,Changing Pads & Covers,Michael Kors
853116,WOM,Women's Accessories,Belts,Free People
855059,OTH,Office supplies,School Supplies,Canon
855431,WOM,Suits & Blazers,Blazer,Lululemon
855916,WOM,Shoes,Other,Versace
856861,WOM,Coats & Jackets,Other,DIESEL
857181,WOM,Shoes,Outdoor,Dr. Martens
857400,WOM,Sweaters,Cardigan,Chanel
857762,MEN,Shoes,Boots,Air Force
857854,HAN,Patterns,Quilt,Others
857947,WOM,Dresses,Mid-Calf,L.L. Bean
858155,KID,Boys 0-24 Mos,Swimwear,The North Face
858707,WOM,Women's Accessories,Belts,Fendi
859146,MEN,Other,Other,Ted Baker London
860930,WOM,Sweaters,Scoop Neck,Tory Burch
860998,SPO,Apparel,Boys,Rawlings
862048,WOM,Shoes,Loafers & Slip-Ons,Prada
862111,SPO,Apparel,Women,LuLaRoe
862206,ELE,Cameras & Photography,Digital Cameras,Apple
862410,WOM,Shoes,Outdoor,Michael Kors
863029,MEN,Shoes,Loafers & Slip-Ons,Coach
863588,VIN,Jewelry,Necklace,Kendra Scott
863878,WOM,Athletic Apparel,Socks,LuLaRoe
865177,VIN,Bags and Purses,Pouch,Lululemon
865359,WOM,Athletic Apparel,Shirts & Tops,Burton
865570,WOM,Jewelry,Rings,Gucci
865645,WOM,Tops & Blouses,Blouse,Acacia Swimwear
865949,WOM,Skirts,"Straight, Pencil",Lilly Pulitzer
866499,WOM,Women's Accessories,Watches,PUMA
866778,KID,Toys,Toy Remote Control & Play Vehicles,Nintendo
867678,BEA,Makeup,Other,Chanel
867740,VIN,Bags and Purses,Other,Fendi
868050,MEN,Sweaters,Other,Burberry
868083,VIN,Collectibles,Souvenir,tokidoki
868122,WOM,Women's Accessories,Hair Accessories,tokidoki
869375,SPO,Exercise,Other,Fitbit
869539,WOM,Skirts,Other,Customized & Personalized
869761,VIN,Trading Cards,Other,Nintendo
869861,WOM,Skirts,Mini,Adidas
870650,MEN,Sweats & Hoodies,Track & Sweat Pants,Bape
871561,ELE,"Car Audio, Video & GPS",Car Stereos & Components,Bose
872890,VIN,Jewelry,Ring,Customized & Personalized
874066,WOM,Women's Handbags,Satchel,Burberry
874972,WOM,Women's Accessories,Hats,Lilly Pulitzer
875750,MEN,Swimwear,Swim Trunks,True Religion Brand Jeans
877340,MEN,Coats & Jackets,Motorcycle,Wilson
877547,WOM,Sweaters,Crewneck,Burberry
878472,WOM,Skirts,Mini,Burberry
878747,WOM,Sweaters,Wrap,lululemon athletica
878929,WOM,Shoes,Athletic,Independent
879057,BEA,Skin Care,Sun,Chanel
879308,ELE,"TV, Audio & Surveillance",Headphones,ASUS
879634,WOM,Sweaters,Tunic,Michael Kors
879973,WOM,Tops & Blouses,"Tank, Cami",Prada
880896,WOM,Skirts,Mini,UGG Australia
881086,MEN,Men's Accessories,Watches,Gymshark
881321,WOM,Women's Handbags,Backpack Style,Lilly Pulitzer
881433,WOM,Suits & Blazers,Blazer,rag & bone
881664,MEN,Shorts,Other,Casio
881794,ELE,Computers & Tablets,Desktops & All-In-Ones,Logitech
881914,MEN,Coats & Jackets,Puffer,Timberland
882142,MEN,Coats & Jackets,Trench,Fendi
882233,WOM,Shoes,Boots,Fossil
882579,ELE,Cell Phones & Accessories,Cell Phone Accessories,HP
882692,KID,Boys 2T-5T,Other,Pottery Barn Kids
883780,MEN,Shoes,Loafers & Slip-Ons,HERMES
883883,WOM,Women's Handbags,Backpack Style,Rock Revival
883946,SPO,Footwear,Men,Adidas
883973,WOM,Shoes,Boots,Christian Dior
884326,WOM,Women's Handbags,Baguette,Dolce & Gabbana
885198,VIN,Jewelry,Necklace,PANDORA
885248,NOI,no_info,no_info,Fitbit
885596,WOM,Women's Accessories,Wallets,Jordans
885626,MEN,Jeans,"Slim, Skinny",rag & bone
885795,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Bose
885845,HAN,Holidays,New Years,Others
885914,MEN,Shorts,"Khakis, Chinos",Lilly Pulitzer
886912,WOM,Shoes,Athletic,UGG Australia
887085,WOM,Athletic Apparel,"Pants, Tights, Leggings",DIESEL
887699,HAN,Paper Goods,Scrapbooking,Independent
888284,WOM,Women's Handbags,Baguette,Louis Vuitton
888718,WOM,Jeans,Wide Leg,Michael Kors
888802,VIN,Electronics,Radio,Bose
888819,WOM,Tops & Blouses,Other,LF
888892,MEN,Men's Accessories,Sunglasses,patagonia
888914,WOM,Tops & Blouses,Other,Tory Burch
889201,MEN,Sweaters,V-Neck,The North Face
889750,WOM,Shoes,Flats,kate spade new york
891793,KID,Safety,Monitors,All
892933,HOM,Seasonal Décor,Christmas,Lilly Pulitzer
892988,HAN,Bags and Purses,Purse,Dooney & Bourke
893119,OTH,Musical instruments,Studio Recording Equipment,Sony
893331,VIN,Jewelry,Pendant,David Yurman
893716,MEN,Tops,Dress Shirts,The North Face
894109,ELE,"TV, Audio & Surveillance",Home Audio,Sony
894436,WOM,Women's Handbags,Messenger & Crossbody,Salvatore Ferragamo
894455,HOM,Kitchen & Dining,Dining & Entertaining,Keurig
894509,WOM,Swimwear,One-Piece,Ted Baker London
894524,WOM,Shoes,Sandals,Dooney & Bourke
894828,VIN,Clothing,Pants,Adidas
895151,MEN,Shoes,Boots,Air Jordan
895284,WOM,Dresses,"Above Knee, Mini",Tory Burch
895620,VIN,Serving,Tumbler,Lilly Pulitzer
895983,WOM,Tops & Blouses,Knit Top,Disney Collection
896573,WOM,Maternity,Jeans,Michael Kors
896665,WOM,Other,Other,Sony
897042,WOM,Athletic Apparel,Jackets,Coach
897572,WOM,Skirts,Full Skirt,Prada
897780,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Lilly Pulitzer
897942,MEN,Men's Accessories,Belts,Bape
898344,VIN,Jewelry,Watch,Nintendo
899330,BEA,Fragrance,Men,DIESEL
900269,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",L.L. Bean
900317,MEN,Shoes,Loafers & Slip-Ons,patagonia
900387,MEN,Athletic Apparel,Jerseys,Givenchy
901444,WOM,Tops & Blouses,Other,Burberry Brit
902668,MEN,Shoes,Slippers,Adidas
902888,KID,Toys,Stuffed Animals & Plush,Microsoft
903480,MEN,Shorts,Casual Shorts,Air Jordan
904143,MEN,Men's Accessories,Hats,Kate Spade
904397,WOM,Women's Accessories,Wallets,DIESEL
906684,VIN,Home Decor,Other,Swarovski
906823,WOM,Maternity,Athletic Apparel,Tory Burch
907548,MEN,Shoes,Fashion Sneakers,A Bathing Ape
907773,VIN,Bags and Purses,Pouch,Tiffany & Co.
908644,MEN,Men's Accessories,Other,MARC BY MARC JACOBS
908983,WOM,Athletic Apparel,Shirts & Tops,Burberry Brit
909128,WOM,Dresses,"Above Knee, Mini",adidas Originals
909431,HAN,Dolls and Miniatures,Other,Others
910357,WOM,Shoes,Fashion Sneakers,Dansko
910671,BEA,Makeup,Makeup Palettes,SeneGence
910817,KID,Toys,Hobbies,Nintendo
910927,KID,Boys 0-24 Mos,One-Pieces,Burberry
911147,WOM,Athletic Apparel,Shorts,DIESEL
911335,WOM,Women's Accessories,Wallets,Adidas
911368,WOM,Women's Accessories,Other,tokidoki
911441,WOM,Coats & Jackets,Motorcycle,DIESEL
911880,WOM,Tops & Blouses,Blouse,Adidas
912662,WOM,Women's Handbags,Messenger & Crossbody,UGG Australia
912877,WOM,Athletic Apparel,Jackets,Madewell
912903,ELE,Media,VHS,Sony
913242,BEA,Fragrance,Men,Prada
913667,WOM,Tops & Blouses,Halter,Adidas
914618,WOM,Shoes,Sandals,Rebecca Minkoff
915120,MEN,Coats & Jackets,Fleece Jacket,PUMA
915652,WOM,Women's Handbags,Backpack Style,Burberry
916819,WOM,Coats & Jackets,Jean Jacket,LF
917359,KID,Safety,Edge & Corner Guards,Others
917839,HAN,Candles,Scrapbooking,Others
919843,WOM,Women's Handbags,Satchel,Christian Louboutin
919972,ELE,Computers & Tablets,iPad,M
920146,HAN,Quilts,Trim,Others
921092,WOM,Sweaters,Hooded,Tory Burch
922626,HOM,Home Décor,Doorstops,Others
922797,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,JBL
924145,SPO,Fan Shop,NCAA,Jordan
924906,MEN,Tops,Dress Shirts,Versace
925100,MEN,Men's Accessories,Wallets,Oakley
925144,WOM,Underwear,Panties,PUMA
926129,MEN,Tops,Dress Shirts,Ariat
926235,WOM,Coats & Jackets,Military,Adidas
926920,WOM,Shoes,Sandals,Hunter
927064,WOM,Women's Accessories,Wallets,Dolce & Gabbana
927535,HOM,Kitchen & Dining,Dining & Entertaining,Lilly Pulitzer
927677,VIN,Accessories,Other,Louis Vuitton
927978,ELE,Computers & Tablets,iPad,HTC
928122,WOM,Tops & Blouses,"Tank, Cami",Burberry
929256,HOM,Seasonal Décor,Halloween,Philips
929330,VIN,Toy,Electronic,Sony
929341,WOM,Sweaters,Shrug,Lilly Pulitzer
929416,MEN,Men's Accessories,Ties,Ted Baker London
930900,WOM,Jeans,"Capri, Cropped",Burberry
932286,MEN,Pants,Cargo,Air Force
932745,WOM,Swimwear,Two-Piece,PUMA
933389,WOM,Sweaters,Other,adidas Originals
933577,SPO,Apparel,Accessories,UGG Australia
934230,NOI,no_info,no_info,Timberland
934567,VIN,Jewelry,Bracelet,Swarovski
935191,ELE,Cameras & Photography,Film Photography,Apple
935809,WOM,Women's Handbags,Backpack Style,UGG Australia
936217,MEN,Pants,"Khakis, Chinos",The North Face
936284,MEN,Men's Accessories,Wallets,Salvatore Ferragamo
937578,WOM,Women's Handbags,Messenger & Crossbody,Givenchy
938572,WOM,Women's Accessories,Hats,Prada
938725,MEN,Coats & Jackets,Fleece Jacket,Adidas
939025,WOM,Tops & Blouses,Halter,LF
939787,MEN,Coats & Jackets,Rainwear,Oakley
939912,MEN,Men's Accessories,Watches,Apple
940096,WOM,Swimwear,Cover-Ups,Acacia Swimwear
940687,MEN,Shoes,Fashion Sneakers,Timberland
941349,HOM,Bedding,Bedspreads & Coverlets,Lilly Pulitzer
941413,WOM,Women's Handbags,Totes & Shoppers,rag & bone
941450,VIN,Accessories,Eyewear,Salvatore Ferragamo
942642,VIN,Home Decor,Other,Rae Dunn
943270,WOM,Skirts,A-Line,Tory Burch
943942,WOM,Jeans,"Slim, Skinny",Burberry Brit
943989,WOM,Women's Accessories,Belts,kate spade new york
944316,MEN,Tops,Other,Versace
945921,WOM,Women's Accessories,Other,True Religion Brand Jeans
946109,WOM,Tops & Blouses,Blouse,L.L. Bean
946268,WOM,Skirts,A-Line,Kate Spade
947287,WOM,Coats & Jackets,Raincoat,Vince Camuto
947611,WOM,Jewelry,Rings,HERMES
947743,VIN,Bags and Purses,Luggage,Chanel
947763,MEN,Men's Accessories,Watches,Louis Vuitton
948107,KID,Toys,Arts & Crafts,Microsoft
948554,WOM,Jeans,"Slim, Skinny",Saint Laurent
948561,WOM,Women's Accessories,Hats,Ariat
949173,MEN,Other,Other,DIESEL
949737,MEN,Coats & Jackets,Parka,L.L. Bean
949943,ELE,"TV, Audio & Surveillance",Home Surveillance,Microsoft
950143,NOI,no_info,no_info,Oakley
951143,WOM,Women's Accessories,Other,David's Bridal
951561,KID,Girls (4+),Shoes,Birkenstock
952765,HAN,Woodworking,Seasonal,Others
952774,WOM,Shoes,Other,Lilly Pulitzer
953431,VIN,Accessories,Compact,Customized & Personalized
953587,MEN,Sweaters,Polo,Burberry Brit
954041,WOM,Women's Handbags,Baguette,Michael Kors
955791,HOM,Bath,Bathroom Shelves,Others
955841,WOM,Women's Handbags,Other,MCM
957206,SPO,Apparel,Boys,Oakley
957602,MEN,Coats & Jackets,Vest,Michael Kors
958153,WOM,Underwear,Thermal Underwear,patagonia
959788,WOM,Sweaters,Full Zip,MARC BY MARC JACOBS
960480,ELE,"TV, Audio & Surveillance",Home Audio,Samsung
960912,MEN,Pants,Cargo,The North Face
960979,MEN,Sweats & Hoodies,Track Jacket,Air Jordan
961528,WOM,Coats & Jackets,Other,adidas Originals
963566,ELE,Cell Phones & Accessories,Screen Protectors,HTC
963821,WOM,Women's Accessories,Other,Fendi
964358,WOM,Women's Handbags,Satchel,Versace
965980,WOM,Women's Accessories,Wallets,Tiffany & Co.
966263,WOM,Women's Handbags,Backpack Style,Dr. Martens
966704,WOM,Shoes,Other,Burberry
966763,WOM,Shoes,Oxfords,Tory Burch
967513,VIN,Jewelry,Necklace,Christian Dior
967525,WOM,Dresses,Knee-Length,PUMA
967537,WOM,Dresses,"Above Knee, Mini",DIESEL
969280,WOM,Women's Handbags,Cosmetic Bags,Kendra Scott
970281,KID,Girls (4+),Accessories,Gucci
970698,WOM,Women's Accessories,Sunglasses,Customized & Personalized
973089,WOM,Women's Accessories,Hats,True Religion
973141,MEN,Athletic Apparel,Pants,Michael Kors
974001,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Sony
974812,WOM,Tops & Blouses,T-Shirts,Prada
976059,NOI,no_info,no_info,JBL
976924,WOM,Women's Accessories,Sunglasses,Salvatore Ferragamo
976967,WOM,Women's Handbags,Cosmetic Bags,HERMES
977277,ELE,Cell Phones & Accessories,Chargers & Cradles,Canon
977671,WOM,Shoes,Sandals,UNIF
978913,WOM,Shoes,Pumps,Free People
979661,ELE,Cameras & Photography,Digital Cameras,LG
979669,HOM,Kids' Home Store,Kids' Flatware,Others
979984,WOM,Coats & Jackets,Wool,Ted Baker London
981354,MEN,Jeans,"Slim, Skinny",Michael Kors
982265,VIN,Collectibles,Glass,Oakley
982327,MEN,Athletic Apparel,Shorts,Versace
982606,KID,Boys 0-24 Mos,Tops & T-Shirts,The North Face
983086,ELE,"TV, Audio & Surveillance",Other,Roku
984774,NOI,no_info,no_info,HP
984832,WOM,Dresses,Mid-Calf,Michael Kors
985194,WOM,Shoes,Boots,Customized & Personalized
985543,MEN,Swimwear,Swim Trunks,Lululemon
985823,MEN,Shoes,Sandals,Oakley
985869,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Madewell
986028,WOM,Women's Handbags,Satchel,MCM
986328,OTH,Office supplies,School Supplies,Microsoft
987384,HAN,Geekery,Magic,Others
987876,MEN,Jeans,"Classic, Straight Leg",Louis Vuitton
988438,SPO,Apparel,Boys,PUMA
989482,WOM,Women's Handbags,Backpack Style,Christian Dior
989719,OTH,Other,Other,Burberry
990247,WOM,Jeans,Leggings,lululemon athletica
990331,WOM,Suits & Blazers,Pant Suit,Chanel
990895,HOM,Artwork,Posters & Prints,Supreme
990984,WOM,Tops & Blouses,Tunic,MARC BY MARC JACOBS
991244,WOM,Swimwear,Cover-Ups,patagonia
991295,ELE,Computers & Tablets,"Drives, Storage & Media",ASUS
991939,WOM,Suits & Blazers,Blazer,Madewell
993076,WOM,Shoes,Flats,Christian Dior
993879,WOM,Shoes,Mules & Clogs,Louis Vuitton
994067,KID,Toys,Baby & Toddler Toys,Nintendo
994450,MEN,Men's Accessories,Wallets,PUMA
994715,WOM,Skirts,Other,Independent
995514,MEN,Tops,"Polo, Rugby",Jordan
996078,KID,Toys,Arts & Crafts,Nintendo
997160,WOM,Athletic Apparel,Sports Bras,adidas Originals
997353,VIN,Bags and Purses,Handbag,Supreme
998015,MEN,Pants,Cargo,Adidas
998632,OTH,Daily & Travel items,Health Care,Philips
998936,WOM,Jeans,Boyfriend,L.L. Bean
999866,HOM,Kitchen & Dining,Other,Magic Bullet
999965,WOM,Jeans,Other,LF
1000038,WOM,Tops & Blouses,Button Down Shirt,UNIF
1000558,WOM,Sweaters,Hooded,Burberry
1000692,VIN,Supplies,Yarn,Independent
1001532,WOM,Sweaters,Shrug,UNIF
1001649,WOM,Coats & Jackets,Puffer,Burberry
1001794,MEN,Shoes,Boots,Jordan
1001839,WOM,Women's Accessories,Wallets,The North Face
1002107,MEN,Shorts,Athletic,A Bathing Ape
1002655,WOM,Pants,Other,lululemon athletica
1003047,KID,Girls (4+),Coats & Jackets,American Girl ®
1003128,ELE,Computers & Tablets,"Drives, Storage & Media",M
1003253,WOM,Sweaters,Cowl Neck,Lululemon
1004560,VIN,Jewelry,Watch,tokidoki
1006067,WOM,Women's Accessories,Hats,Salvatore Ferragamo
1006862,VIN,Accessories,Keychain,Swarovski
1007809,WOM,Shoes,Athletic,Kate Spade
1008295,VIN,Accessories,Apron,Kate Spade
1008410,KID,Girls 0-24 Mos,One-Pieces,Air Jordan
1008688,WOM,Maternity,Sweaters,Lululemon
1009809,MEN,Pants,"Khakis, Chinos",Adidas
1009884,SPO,Outdoors,Hiking & Camping,UGG Australia
1013245,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",PUMA
1013317,MEN,Shorts,"Board, Surf",True Religion Brand Jeans
1013795,ELE,"Car Audio, Video & GPS",Other,Sony
1014237,ELE,Computers & Tablets,Desktops & All-In-Ones,Microsoft
1014396,KID,Toys,Sports & Outdoor Play,Apple
1014967,WOM,Sweaters,Poncho,Free People
1016783,MEN,Shoes,Fashion Sneakers,HERMES
1016924,MEN,Shorts,Other,True Religion Brand Jeans
1017796,VIN,Jewelry,Necklace,Swarovski
1019788,MEN,Men's Accessories,Wallets,Rawlings
1020257,WOM,Sweaters,Crewneck,L.L. Bean
1021006,KID,Boys 0-24 Mos,One-Pieces,Jordan
1021258,MEN,Other,Other,Salvatore Ferragamo
1021506,BEA,Skin Care,Lips,Christian Dior
1022618,MEN,Tops,Button-Front,Ted Baker London
1022809,ELE,Media,Blu-Ray,LG
1024315,WOM,Women's Accessories,Scarves & Wraps,Ted Baker London
1024652,MEN,Shoes,Slippers,Louis Vuitton
1025004,WOM,Pants,"Capris, Cropped",Versace
1025184,VIN,Housewares,Towel,Others
1025222,WOM,Tops & Blouses,Turtleneck,Supreme
1025832,WOM,Sweaters,Cowl Neck,PUMA
1027550,KID,Boys 0-24 Mos,One-Pieces,PUMA
1027592,VIN,Clothing,Shorts,True Religion Brand Jeans
1027620,BEA,Fragrance,Men,Salvatore Ferragamo
1027726,HAN,Pets,Collar,Coach
1027770,HOM,Kitchen & Dining,Dining & Entertaining,KitchenAid
1028519,SPO,Golf,Women's Golf Clubs,Others
1029800,HOM,Kitchen & Dining,Small Appliances,Philips
1030128,MEN,Men's Accessories,Belts,Cole Haan
1030420,MEN,Pants,Casual Pants,True Religion Brand Jeans
1031199,VIN,Accessories,Shoes,Michael Kors
1031674,WOM,Underwear,Bras,Versace
1032038,WOM,Shoes,Sandals,HERMES
1032837,WOM,Dresses,"Above Knee, Mini",MARC BY MARC JACOBS
1032945,MEN,Coats & Jackets,Windbreaker,Customized & Personalized
1033270,MEN,Coats & Jackets,Rainwear,patagonia
1033541,WOM,Jeans,Wide Leg,Big Star
1033776,ELE,"Car Audio, Video & GPS",GPS Accessories & Mounts,Acer
1034058,OTH,Office supplies,Organization,Rae Dunn
1034881,KID,Strollers,Other,Bugaboo
1034975,WOM,Jeans,Straight Leg,Versace
1035309,MEN,Sweats & Hoodies,Other,The North Face
1035550,KID,Toys,Action Figures & Statues,Graco
1035956,HAN,Quilts,Pillow,Others
1038497,WOM,Athletic Apparel,"Pants, Tights, Leggings",Oakley
1038591,VIN,Bags and Purses,Handbag,Cole Haan
1039208,WOM,Women's Handbags,Cosmetic Bags,LuLaRoe
1039739,VIN,Clothing,Dress,Vince Camuto
1039756,WOM,Athletic Apparel,Shirts & Tops,True Religion Brand Jeans
1040166,SPO,Exercise,Yoga & Pilates,Adidas
1040464,VIN,Housewares,Cup,Kate Spade
1040647,MEN,Shoes,Boots,Adidas
1042229,VIN,Clothing,Skirt,Independent
1042845,KID,Boys 0-24 Mos,Tops & T-Shirts,Adidas
1043380,WOM,Women's Handbags,Messenger & Crossbody,Dolce & Gabbana
1044446,NOI,no_info,no_info,HERMES
1045778,ELE,Video Games & Consoles,Accessories,Bose
1046089,WOM,Shoes,Pumps,kate spade new york
1046634,WOM,Coats & Jackets,Wool,Dolce & Gabbana
1046684,MEN,Tops,Other,Gymshark
1047681,MEN,Sweats & Hoodies,Other,True Religion Brand Jeans
1048598,OTH,Office supplies,Ink & Toner,Dell
1049262,VIN,Furniture,Other,Others
1049866,WOM,Other,Other,Canon
1050088,WOM,Shoes,Sandals,Supreme
1050099,WOM,Shoes,Pumps,Rebecca Minkoff
1050687,WOM,Sweaters,Poncho,Lilly Pulitzer
1050877,MEN,Athletic Apparel,Shorts,Burberry
1050924,WOM,Sweaters,Cardigan,Oakley
1051636,WOM,Other,Other,Fendi
1051759,WOM,Jewelry,Bracelets,Christian Dior
1053143,MEN,Men's Accessories,Sunglasses,Wildfox Couture
1054601,VIN,Bags and Purses,Handbag,Henri Bendel
1055463,MEN,Tops,Tank,Supreme
1056130,SPO,Fan Shop,Other,Adidas
1056555,WOM,Sweaters,Cowl Neck,Adidas
1056717,WOM,Shoes,Other,Gucci
1056940,MEN,Sweats & Hoodies,Other,Adidas
1056955,WOM,Shoes,Other,Henri Bendel
1057064,WOM,Athletic Apparel,"Pants, Tights, Leggings",A Bathing Ape
1057482,MEN,Coats & Jackets,Windbreaker,A Bathing Ape
1059310,MEN,Shoes,Fashion Sneakers,MCM
1060645,KID,Girls 0-24 Mos,Bottoms,UGG Australia
1060747,WOM,Women's Accessories,Other,Dolce & Gabbana
1061936,KID,Feeding,Pacifiers & Accessories,All
1062048,SPO,Apparel,Boys,The North Face
1062468,VIN,Electronics,Game,Others
1063500,MEN,Men's Accessories,Wallets,Chanel
1064917,SPO,Team Sports,Football,Oakley
1065644,WOM,Jeans,Flare,Madewell
1065786,WOM,Sweaters,Hooded,Alo
1065910,WOM,Shoes,Athletic,Birkenstock
1066150,WOM,Maternity,Jeans,True Religion Brand Jeans
1066166,MEN,Athletic Apparel,Shirts & Tops,True Religion Brand Jeans
1066906,OTH,Other,Other,patagonia
1067860,KID,Toys,Dolls & Accessories,Bandai
1067883,NOI,no_info,no_info,kate spade new york
1068356,BEA,Makeup,Makeup Sets,Georgio Armani
1068390,MEN,Jeans,Boot Cut,Dolce & Gabbana
1068398,MEN,Shorts,Athletic,patagonia
1071285,WOM,Tops & Blouses,T-Shirts,Jordans
1071374,KID,Girls 2T-5T,Shoes,Timberland
1071895,HOM,Kitchen & Dining,Kitchen & Table Linens,Lilly Pulitzer
1072280,WOM,Jewelry,Bracelets,Saint Laurent
1073380,WOM,Dresses,Other,Lululemon
1073608,ELE,"TV, Audio & Surveillance",Gadgets,Microsoft
1073824,MEN,Shoes,Slippers,Versace
1074669,BEA,Skin Care,Lips,Chanel
1075347,KID,Girls 0-24 Mos,One-Pieces,PUMA
1075992,ELE,Computers & Tablets,"Drives, Storage & Media",Dell
1079025,WOM,Women's Handbags,Messenger & Crossbody,Timberland
1079252,WOM,Sweaters,Scoop Neck,Michael Kors
1079640,KID,Safety,Crib Netting,Others
1079703,WOM,Coats & Jackets,Fleece Jacket,Lilly Pulitzer
1079873,WOM,Athletic Apparel,Tracksuits & Sweats,L.L. Bean
1080301,KID,Toys,Arts & Crafts,Bandai
1081040,WOM,Women's Handbags,Cosmetic Bags,PANDORA
1082034,WOM,Coats & Jackets,Fleece Jacket,Timberland
1082110,WOM,Coats & Jackets,Puffer,Adidas
1084694,WOM,Shoes,Loafers & Slip-Ons,Jack Rogers
1084905,VIN,Bags and Purses,Other,Nintendo
1085408,MEN,Shoes,Athletic,Gucci
1085455,VIN,Housewares,Coaster,Kate Spade
1085646,WOM,Suits & Blazers,Pant Suit,Madewell
1085838,MEN,Athletic Apparel,Socks,Yeezy
1086387,MEN,Tops,Dress Shirts,Dolce & Gabbana
1086958,WOM,Women's Handbags,Backpack Style,Supreme
1087693,WOM,Pants,Casual Pants,True Religion Brand Jeans
1088409,NOI,no_info,no_info,Roku
1088927,ELE,"Car Audio, Video & GPS",Car Speakers & Systems,JBL
1088944,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Dooney & Bourke
1089392,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Burberry
1090449,MEN,Shoes,Athletic,Louis Vuitton
1092441,WOM,Skirts,Mini,Versace
1094331,WOM,Coats & Jackets,Other,Tory Burch
1095348,WOM,Sweaters,Full Zip,Wildfox Couture
1095465,WOM,Tops & Blouses,Blouse,Customized & Personalized
1096286,VIN,Housewares,Magnet,Pottery Barn
1096479,ELE,Computers & Tablets,"Printers, Scanners & Supplies",Apple
1098347,KID,Girls 0-24 Mos,Tops & T-Shirts,Burberry
1099278,WOM,Jeans,Straight Leg,Madewell
1099913,WOM,Athletic Apparel,Shorts,Acacia Swimwear
1100663,VIN,Collectibles,Other,Independent
1100871,MEN,Athletic Apparel,Jackets,Michael Kors
1101787,MEN,Suits,Four Button,Others
1101895,KID,Strollers,Lightweight,Bugaboo
1102102,NOI,no_info,no_info,David's Bridal
1104167,VIN,Serving,Tumbler,Kate Spade
1104215,WOM,Shoes,Slippers,Givenchy
1104353,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,Nintendo
1105167,VIN,Bags and Purses,Pouch,PUMA
1105600,KID,Boys (4+),Coats & Jackets,Jordan
1105904,HOM,Storage & Organization,Jewelry Boxes & Organizers,PANDORA
1107320,VIN,Bags and Purses,Handbag,PUMA
1107340,VIN,Furniture,Entertainment,Others
1109029,WOM,Coats & Jackets,Vest,Adidas
1110015,WOM,Tops & Blouses,T-Shirts,Burton
1110504,WOM,Sweaters,Other,Christian Louboutin
1111527,WOM,Sweaters,Hooded,tokidoki
1112204,WOM,Pants,"Capris, Cropped",Burberry
1112253,WOM,Sweaters,Sweatercoat,Burberry
1112316,WOM,Women's Handbags,Backpack Style,kate spade new york
1112343,MEN,Coats & Jackets,Parka,Adidas
